C:\Users\ZhouXunZhe\PycharmProjects\K-nn\venv\Scripts\python.exe C:/Users/ZhouXunZhe/PycharmProjects/K-nn/test.py
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
10000 numbers imported
12000 numbers imported
14000 numbers imported
16000 numbers imported
18000 numbers imported
20000 numbers imported
22000 numbers imported
24000 numbers imported
26000 numbers imported
28000 numbers imported
30000 numbers imported
32000 numbers imported
34000 numbers imported
36000 numbers imported
38000 numbers imported
40000 numbers imported
42000 numbers imported
44000 numbers imported
46000 numbers imported
48000 numbers imported
50000 numbers imported
52000 numbers imported
54000 numbers imported
56000 numbers imported
58000 numbers imported
59999 numbers imported
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
9999 numbers imported
the NO.0 classifier came back with: 7, the real answer is: 7, error count is: 0
the NO.5311 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5312 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5313 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5314 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5315 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5316 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5317 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5318 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5319 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5320 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5321 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5322 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5323 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5324 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5325 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5326 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5327 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5328 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5329 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5330 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5331 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5332 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5333 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5334 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5335 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5336 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5337 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5338 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5339 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5340 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5341 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5342 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5343 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5344 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5345 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5346 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5347 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5348 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5349 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5350 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5351 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5352 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5353 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5354 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5355 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5356 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5357 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5358 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5359 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5360 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5361 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5362 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5363 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5364 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5365 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5366 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5367 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5368 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5369 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5370 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5371 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5372 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5373 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5374 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5375 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5376 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5377 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5378 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5379 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5380 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5381 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5382 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5383 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5384 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5385 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5386 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5387 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5388 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5389 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5390 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5391 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5392 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5393 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5394 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5395 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5396 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5397 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5398 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5399 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5400 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5401 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5402 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5403 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5404 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5405 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5406 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5407 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5408 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5409 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5410 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5411 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5412 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5413 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5414 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5415 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5416 classifier came back with: 1, the real answer is: 1, error count is: 209
the NO.5417 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5418 classifier came back with: 3, the real answer is: 3, error count is: 209
the NO.5419 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5420 classifier came back with: 5, the real answer is: 5, error count is: 209
the NO.5421 classifier came back with: 6, the real answer is: 6, error count is: 209
the NO.5422 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5423 classifier came back with: 8, the real answer is: 8, error count is: 209
the NO.5424 classifier came back with: 9, the real answer is: 9, error count is: 209
the NO.5425 classifier came back with: 7, the real answer is: 7, error count is: 209
the NO.5426 classifier came back with: 4, the real answer is: 4, error count is: 209
the NO.5427 classifier came back with: 2, the real answer is: 2, error count is: 209
the NO.5428 classifier came back with: 0, the real answer is: 0, error count is: 209
the NO.5429 classifier came back with: 9, the real answer is: 9, error count is: 209
